Epoch,Step,Loss,LR,DiffUnknown,DiffKnown,X0Unknown,X0Boundary,LowFreq
7,91,1.043716,0.00004995,0.440869,0.525247,0.484723,0.466363,0.088518
8,92,1.221788,0.00004993,0.343219,0.428991,0.710958,0.692814,0.147426
8,93,1.213283,0.00004993,0.368982,0.469707,0.679926,0.658077,0.178362
8,94,1.668573,0.00004993,0.323980,0.428836,1.082592,1.063641,0.286613
8,95,1.483736,0.00004993,0.329441,0.451846,0.938794,0.912126,0.212118
8,96,0.924368,0.00004993,0.269159,0.361457,0.534300,0.513065,0.114737
8,97,0.999082,0.00004993,0.303498,0.428898,0.568319,0.542897,0.117188
8,98,1.177968,0.00004993,0.319517,0.424294,0.706043,0.671574,0.163027
8,99,1.652586,0.00004993,0.270887,0.398541,1.135907,1.092830,0.278401
8,100,1.043418,0.00004993,0.282544,0.407084,0.623122,0.597830,0.120428
8,101,1.799468,0.00004993,0.354148,0.463824,1.176676,1.156693,0.200671
8,102,1.313311,0.00004993,0.271544,0.405829,0.859304,0.821479,0.187576
8,103,1.091134,0.00004993,0.384978,0.486626,0.568282,0.550331,0.118913
8,104,1.353849,0.00004993,0.504703,0.577917,0.685588,0.661867,0.141768
9,105,1.093717,0.00004991,0.331087,0.441347,0.621044,0.587893,0.189742
9,106,1.707646,0.00004991,0.366153,0.484181,1.072479,1.044972,0.385448
9,107,1.200112,0.00004991,0.294018,0.393893,0.743382,0.715590,0.147547
9,108,1.609414,0.00004991,0.228931,0.325681,1.105054,1.092846,0.335622
9,109,0.977426,0.00004991,0.372536,0.463895,0.483672,0.466462,0.123327
9,110,0.877566,0.00004991,0.314113,0.407131,0.468021,0.434276,0.101442
9,111,0.849981,0.00004991,0.341113,0.425180,0.405470,0.394047,0.083121
9,112,1.489958,0.00004991,0.329293,0.438363,0.921015,0.904181,0.335748
9,113,0.926288,0.00004991,0.370425,0.456829,0.445984,0.428269,0.103702
9,114,1.915775,0.00004991,0.291515,0.431683,1.323592,1.288671,0.328582
9,115,0.993179,0.00004991,0.377289,0.487254,0.499881,0.474880,0.111140
9,116,0.810585,0.00004991,0.256007,0.354663,0.452076,0.431479,0.099672
9,117,0.793776,0.00004991,0.314070,0.398596,0.378335,0.372862,0.074981
10,118,1.605414,0.00004989,0.312221,0.433909,1.059132,1.021255,0.256106
10,119,0.812620,0.00004989,0.269774,0.351031,0.440744,0.421045,0.107338
10,120,1.399758,0.00004989,0.325568,0.416741,0.855223,0.845457,0.245673
10,121,1.341017,0.00004989,0.287243,0.400388,0.858149,0.827910,0.228097
10,122,1.299890,0.00004989,0.300895,0.456602,0.816772,0.779798,0.220083
10,123,1.362491,0.00004989,0.299164,0.399813,0.862202,0.832853,0.253623
10,124,1.396763,0.00004989,0.358218,0.469180,0.843512,0.816142,0.201604
10,125,0.916064,0.00004989,0.273556,0.350416,0.529395,0.494521,0.163911
10,126,1.566245,0.00004989,0.429946,0.516381,0.897295,0.875404,0.370774
10,127,0.855863,0.00004989,0.288512,0.363880,0.459728,0.439668,0.116956
10,128,0.850872,0.00004989,0.354791,0.435403,0.398602,0.382781,0.078735
10,129,1.278931,0.00004989,0.353230,0.474596,0.741553,0.716978,0.244545
10,130,0.804965,0.00004989,0.369728,0.427097,0.345300,0.335506,0.062110
11,131,0.967292,0.00004987,0.334336,0.447116,0.521471,0.490659,0.104317
11,132,0.903371,0.00004987,0.300613,0.413428,0.490788,0.465854,0.120500
11,133,0.852076,0.00004987,0.267469,0.351563,0.468527,0.454794,0.123526
11,134,1.078006,0.00004987,0.279983,0.369698,0.656588,0.626112,0.147388
11,135,1.599104,0.00004987,0.358094,0.474845,1.000167,0.974943,0.281944
11,136,1.236905,0.00004987,0.292950,0.428698,0.770158,0.735983,0.216702
11,137,0.923972,0.00004987,0.288612,0.407905,0.524169,0.492056,0.120500
11,138,0.967467,0.00004987,0.305738,0.410769,0.535157,0.514110,0.133662
11,139,0.839906,0.00004987,0.317234,0.417190,0.418806,0.404763,0.088592
11,140,1.054422,0.00004987,0.272632,0.378861,0.642746,0.609912,0.162573
11,141,1.642275,0.00004987,0.259471,0.340799,1.126876,1.100980,0.262727
11,142,0.863267,0.00004987,0.378280,0.462415,0.387452,0.373164,0.074744
11,143,0.932478,0.00004987,0.343748,0.440095,0.461589,0.459600,0.098717
12,144,1.251733,0.00004984,0.386745,0.484678,0.701286,0.674351,0.174307
12,145,0.821882,0.00004984,0.308204,0.394102,0.411430,0.396948,0.098269
12,146,1.023115,0.00004984,0.334020,0.445597,0.554049,0.538875,0.114203
12,147,1.267834,0.00004984,0.330144,0.436230,0.749394,0.723450,0.283661
12,148,1.406856,0.00004984,0.381388,0.485080,0.814337,0.791395,0.313010
12,149,0.882215,0.00004984,0.297955,0.408065,0.475953,0.453984,0.097882
12,150,1.005205,0.00004984,0.295643,0.388030,0.573945,0.550236,0.167565
12,151,0.947917,0.00004984,0.268028,0.385537,0.547090,0.522851,0.188951
12,152,1.850154,0.00004984,0.376592,0.457274,1.174206,1.161010,0.365649
12,153,0.891214,0.00004984,0.295923,0.393893,0.486117,0.460566,0.118712
12,154,1.066159,0.00004984,0.390170,0.479599,0.546592,0.519647,0.153623
12,155,1.221019,0.00004984,0.409576,0.519571,0.655782,0.628200,0.174055
12,156,1.270384,0.00004984,0.363447,0.511599,0.753950,0.697569,0.219985
13,157,0.895376,0.00004981,0.326308,0.422701,0.463367,0.437415,0.118964
13,158,1.203402,0.00004981,0.254346,0.372419,0.787268,0.741039,0.212952
13,159,1.015186,0.00004981,0.348681,0.453119,0.547297,0.516565,0.118826
13,160,1.057631,0.00004981,0.295528,0.366416,0.624749,0.594837,0.159969
13,161,0.868031,0.00004981,0.316268,0.378148,0.445275,0.426185,0.117435
13,162,1.243645,0.00004981,0.268684,0.417382,0.801933,0.763821,0.199221
13,163,0.894133,0.00004981,0.316875,0.426406,0.464019,0.447901,0.101551
13,164,1.138479,0.00004981,0.324760,0.453569,0.667191,0.629094,0.190059
13,165,0.905243,0.00004981,0.324710,0.424897,0.474887,0.450063,0.094983
13,166,0.935880,0.00004981,0.289158,0.383617,0.529264,0.497553,0.160906
13,167,1.123610,0.00004981,0.358003,0.448415,0.606727,0.591287,0.203690
13,168,1.189537,0.00004981,0.358422,0.470553,0.671782,0.645567,0.184423
13,169,0.952901,0.00004981,0.313331,0.440563,0.514342,0.496639,0.120235
14,170,2.114486,0.00004977,0.249968,0.398740,1.502012,1.453273,0.606040
14,171,0.988545,0.00004977,0.397046,0.485677,0.475109,0.456655,0.103593
14,172,0.839133,0.00004977,0.347072,0.430717,0.391827,0.381456,0.071358
14,173,0.748266,0.00004977,0.288807,0.359595,0.371301,0.353926,0.088620
14,174,1.394811,0.00004977,0.367570,0.481803,0.843238,0.798781,0.238142
14,175,1.157671,0.00004977,0.344449,0.485404,0.670327,0.632957,0.146200
14,176,0.887876,0.00004977,0.252279,0.375226,0.520594,0.493432,0.128568
14,177,0.970891,0.00004977,0.376777,0.474748,0.478604,0.460428,0.094852
14,178,2.449654,0.00004977,0.339484,0.469158,1.718773,1.671374,0.477223
14,179,1.104330,0.00004977,0.366398,0.481491,0.610957,0.569406,0.148400
14,180,0.888723,0.00004977,0.362792,0.424212,0.420499,0.407733,0.085919
14,181,1.619018,0.00004977,0.276071,0.386598,1.085433,1.059254,0.315175
14,182,1.003992,0.00004977,0.467388,0.562508,0.423490,0.412328,0.076351
15,183,0.944017,0.00004974,0.310525,0.416732,0.519386,0.492581,0.107980
15,184,0.930125,0.00004974,0.381194,0.448983,0.441727,0.424670,0.089776
15,185,0.987542,0.00004974,0.325789,0.427625,0.550408,0.512088,0.121347
15,186,1.143788,0.00004974,0.347339,0.449046,0.651578,0.620231,0.156333
15,187,1.803967,0.00004974,0.290036,0.403939,1.237470,1.206065,0.267836
15,188,0.979278,0.00004974,0.284511,0.413274,0.568977,0.542101,0.121378
15,189,1.339004,0.00004974,0.301624,0.413825,0.859063,0.806863,0.253417
15,190,0.782979,0.00004974,0.296562,0.373529,0.396053,0.376016,0.083429
15,191,0.863441,0.00004974,0.424755,0.483837,0.349958,0.335510,0.059949
15,192,1.367600,0.00004974,0.348241,0.484144,0.828118,0.794310,0.234783
15,193,1.337515,0.00004974,0.349782,0.440556,0.805433,0.779619,0.166671
15,194,1.046515,0.00004974,0.359886,0.467768,0.559477,0.531309,0.133578
15,195,1.112029,0.00004974,0.282858,0.459672,0.676939,0.647539,0.155073
16,196,0.908911,0.00004970,0.292818,0.424051,0.501063,0.479835,0.098957
16,197,0.939069,0.00004970,0.316503,0.408516,0.509053,0.482912,0.116117
16,198,1.538236,0.00004970,0.314507,0.428339,1.004807,0.967663,0.224585
16,199,0.945769,0.00004970,0.322281,0.426759,0.515209,0.482762,0.108976
16,200,1.279940,0.00004970,0.370101,0.488874,0.757470,0.706335,0.183778
16,201,1.579313,0.00004970,0.370648,0.500468,0.983231,0.943057,0.292924
16,202,0.793947,0.00004970,0.376585,0.434462,0.332356,0.320601,0.057113
16,203,1.081925,0.00004970,0.300877,0.435251,0.650124,0.606408,0.152346
16,204,0.936724,0.00004970,0.299344,0.414915,0.523577,0.494108,0.118733
16,205,0.739965,0.00004970,0.263667,0.350768,0.395250,0.368567,0.074292
16,206,0.856833,0.00004970,0.325354,0.395577,0.439341,0.410479,0.089020
16,207,1.086993,0.00004970,0.272394,0.407487,0.671200,0.633211,0.178495
16,208,0.835460,0.00004970,0.358563,0.437696,0.375862,0.369778,0.067081
17,209,1.183928,0.00004966,0.285111,0.427623,0.746921,0.698936,0.194108
17,210,0.960955,0.00004966,0.317823,0.430485,0.522424,0.498026,0.127309
17,211,1.148073,0.00004966,0.368300,0.472631,0.643577,0.602733,0.164622
17,212,1.661353,0.00004966,0.325208,0.450379,1.090781,1.049360,0.307393
17,213,0.972901,0.00004966,0.340693,0.408013,0.516766,0.489263,0.127939
17,214,0.951818,0.00004966,0.335311,0.431144,0.508024,0.473970,0.129165
17,215,0.871335,0.00004966,0.277264,0.400902,0.495347,0.459528,0.102854
17,216,1.156966,0.00004966,0.268704,0.388310,0.722647,0.690390,0.226180
17,217,1.028706,0.00004966,0.292112,0.409667,0.597578,0.569525,0.180463
17,218,0.906972,0.00004966,0.409523,0.490666,0.401950,0.380452,0.080490
17,219,1.760768,0.00004966,0.364378,0.474251,1.125838,1.100657,0.312349
17,220,0.986601,0.00004966,0.286032,0.386379,0.578255,0.542190,0.156061
17,221,0.664555,0.00004966,0.175419,0.242664,0.409850,0.379606,0.102842
18,222,0.873567,0.00004961,0.299663,0.405565,0.464951,0.446340,0.095310
18,223,0.820040,0.00004961,0.396006,0.438054,0.333738,0.327150,0.054890
18,224,1.060901,0.00004961,0.378961,0.477550,0.561905,0.527756,0.119507
18,225,0.908147,0.00004961,0.252150,0.356742,0.538590,0.509751,0.137941
18,226,0.843669,0.00004961,0.263959,0.353156,0.476990,0.449778,0.112507
18,227,1.725923,0.00004961,0.303358,0.416033,1.160298,1.131979,0.251496
18,228,0.887601,0.00004961,0.332750,0.423355,0.449761,0.428526,0.101359
18,229,1.097270,0.00004961,0.256371,0.408674,0.719310,0.653758,0.152305
18,230,0.910616,0.00004961,0.290639,0.379063,0.514590,0.477952,0.134363
18,231,0.988206,0.00004961,0.289176,0.432776,0.581161,0.540660,0.136658
18,232,0.985856,0.00004961,0.315404,0.438662,0.540955,0.522263,0.120429
18,233,1.144029,0.00004961,0.299163,0.422955,0.684232,0.658801,0.187140
18,234,0.860003,0.00004961,0.333792,0.442525,0.422470,0.405834,0.091712
19,235,1.095314,0.00004957,0.294449,0.394444,0.676974,0.621524,0.161494
19,236,1.217491,0.00004957,0.322394,0.398047,0.740189,0.696479,0.204526
19,237,0.873844,0.00004957,0.357772,0.432939,0.411797,0.398090,0.093168
19,238,1.242457,0.00004957,0.309335,0.436450,0.770405,0.731394,0.172164
19,239,1.232324,0.00004957,0.308853,0.414128,0.762923,0.717881,0.215322
19,240,0.865761,0.00004957,0.280344,0.400972,0.488669,0.452206,0.102855
19,241,1.025934,0.00004957,0.348635,0.470835,0.550495,0.526785,0.112494
19,242,0.942976,0.00004957,0.379730,0.463354,0.448245,0.437461,0.086460
19,243,1.030346,0.00004957,0.376177,0.452273,0.537195,0.505686,0.122870
19,244,0.941702,0.00004957,0.300834,0.398694,0.522149,0.499548,0.113041
19,245,1.240782,0.00004957,0.289810,0.419982,0.766267,0.741732,0.233255
19,246,1.045323,0.00004957,0.340708,0.455221,0.566763,0.547802,0.138000
19,247,0.652601,0.00004957,0.285864,0.346449,0.298121,0.281998,0.051945
20,248,1.530902,0.00004952,0.324308,0.411294,0.957858,0.943018,0.342931
20,249,0.877926,0.00004952,0.331367,0.418913,0.441782,0.423343,0.092761
20,250,1.346305,0.00004952,0.363294,0.471039,0.806132,0.762005,0.241521
20,251,1.110461,0.00004952,0.297037,0.365553,0.655638,0.635655,0.189092
20,252,0.859866,0.00004952,0.279428,0.376454,0.481693,0.449509,0.105116
20,253,1.808114,0.00004952,0.394925,0.494400,1.140529,1.111501,0.325755
20,254,1.053509,0.00004952,0.263808,0.382053,0.654040,0.615646,0.160968
20,255,0.844132,0.00004952,0.284503,0.356618,0.457959,0.432183,0.120160
20,256,1.806599,0.00004952,0.310484,0.412303,1.211164,1.174021,0.394971
20,257,0.913395,0.00004952,0.386843,0.459823,0.428973,0.407041,0.071502
20,258,1.001671,0.00004952,0.415924,0.516651,0.470592,0.451122,0.097824
20,259,0.910530,0.00004952,0.312194,0.417983,0.479525,0.461738,0.131957
20,260,0.860333,0.00004952,0.300549,0.406855,0.458375,0.432156,0.104075
21,261,0.856299,0.00004946,0.349345,0.423340,0.404822,0.391843,0.086528
21,262,1.483244,0.00004946,0.272894,0.373645,0.973694,0.942558,0.362470
21,263,1.348451,0.00004946,0.328987,0.403248,0.829274,0.798682,0.231763
21,264,0.778248,0.00004946,0.289511,0.374315,0.391501,0.380389,0.075544
21,265,0.857745,0.00004946,0.300251,0.396998,0.449241,0.433398,0.095994
21,266,1.051823,0.00004946,0.382909,0.474007,0.548916,0.515368,0.133748
21,267,1.488289,0.00004946,0.277844,0.399331,1.012252,0.942325,0.304688
21,268,0.933224,0.00004946,0.336906,0.420118,0.478667,0.460299,0.128523
21,269,1.015136,0.00004946,0.377644,0.472160,0.515162,0.493753,0.113997
21,270,0.853733,0.00004946,0.368778,0.430399,0.383105,0.376323,0.069946
21,271,1.042406,0.00004946,0.299376,0.410642,0.612109,0.572517,0.183723
21,272,0.637847,0.00004946,0.261700,0.303516,0.308182,0.290666,0.057789
21,273,0.951073,0.00004946,0.369769,0.441644,0.473257,0.448995,0.103840
22,274,1.023610,0.00004941,0.354236,0.419942,0.552592,0.517641,0.134782
22,275,1.235879,0.00004941,0.320727,0.445228,0.764812,0.712048,0.185871
22,276,0.963545,0.00004941,0.262783,0.376753,0.594859,0.541337,0.144105
22,277,1.453181,0.00004941,0.327626,0.417794,0.911078,0.888971,0.223189
22,278,0.931249,0.00004941,0.349790,0.429476,0.476650,0.449567,0.100585
22,279,1.153976,0.00004941,0.196563,0.311439,0.803156,0.751649,0.197079
22,280,0.714277,0.00004941,0.203075,0.284954,0.427514,0.398029,0.089486
22,281,0.853813,0.00004941,0.317101,0.407539,0.445411,0.412803,0.096330
22,282,0.999625,0.00004941,0.263194,0.389543,0.621810,0.571816,0.138506
22,283,0.769829,0.00004941,0.275585,0.342287,0.396387,0.384522,0.088872
22,284,0.782998,0.00004941,0.319127,0.381152,0.365108,0.360579,0.074754
22,285,0.667381,0.00004941,0.272148,0.324625,0.317311,0.306712,0.058854
22,286,1.113900,0.00004941,0.298200,0.410939,0.675708,0.629544,0.203115
23,287,0.969874,0.00004935,0.331485,0.450087,0.519300,0.492138,0.132581
23,288,0.894668,0.00004935,0.276798,0.392232,0.506457,0.480677,0.108601
23,289,0.852557,0.00004935,0.332768,0.404696,0.416724,0.404519,0.077933
23,290,1.148586,0.00004935,0.353738,0.462643,0.652538,0.617173,0.160239
23,291,1.175042,0.00004935,0.315271,0.439255,0.715391,0.667677,0.180353
23,292,0.864548,0.00004935,0.282157,0.372651,0.482746,0.451331,0.105862
23,293,2.256386,0.00004935,0.311414,0.445613,1.603104,1.537399,0.431145
23,294,1.578294,0.00004935,0.250761,0.390780,1.083864,1.042661,0.323735
23,295,0.853537,0.00004935,0.310988,0.395477,0.445408,0.419405,0.095254
23,296,1.719060,0.00004935,0.304257,0.393982,1.142614,1.108343,0.388258
23,297,1.075646,0.00004935,0.314774,0.410463,0.611158,0.590597,0.183469
23,298,1.178597,0.00004935,0.343953,0.429600,0.697710,0.649781,0.158939
23,299,0.887227,0.00004935,0.356307,0.429874,0.428382,0.409333,0.096113
24,300,0.855135,0.00004929,0.275820,0.338657,0.474448,0.445553,0.146267
24,301,1.870971,0.00004929,0.232410,0.393315,1.357992,1.295482,0.345434
24,302,1.105488,0.00004929,0.287279,0.420479,0.676266,0.632788,0.194292
24,303,1.809164,0.00004929,0.319545,0.415619,1.188962,1.156194,0.499015
24,304,1.166377,0.00004929,0.334101,0.461537,0.679133,0.646840,0.176883
24,305,1.451072,0.00004929,0.244769,0.340542,0.981133,0.950987,0.280414
24,306,1.266317,0.00004929,0.360643,0.422057,0.720662,0.709377,0.207078
24,307,0.731772,0.00004929,0.223736,0.303845,0.423321,0.393206,0.099831
24,308,1.059898,0.00004929,0.252849,0.368870,0.675762,0.627576,0.172509
24,309,1.011023,0.00004929,0.345473,0.436353,0.538862,0.517161,0.125329
24,310,0.831019,0.00004929,0.333872,0.408734,0.406297,0.383667,0.078560
24,311,0.905389,0.00004929,0.374776,0.447788,0.425449,0.411258,0.079176
24,312,0.869653,0.00004929,0.352507,0.438744,0.425902,0.397369,0.084394
25,313,1.369138,0.00004923,0.302045,0.433037,0.891158,0.829785,0.249499
25,314,0.887657,0.00004923,0.275528,0.368625,0.506301,0.472112,0.135509
25,315,1.741070,0.00004923,0.238623,0.366878,1.215514,1.172351,0.457658
25,316,0.953364,0.00004923,0.386750,0.455122,0.462721,0.434966,0.108983
25,317,1.335169,0.00004923,0.248933,0.343794,0.904007,0.842384,0.305739
25,318,1.028068,0.00004923,0.342079,0.412790,0.561282,0.530970,0.147487
25,319,0.888969,0.00004923,0.237862,0.338590,0.536059,0.506898,0.133785
25,320,1.120456,0.00004923,0.328569,0.440047,0.664062,0.611816,0.168375
25,321,0.996045,0.00004923,0.353592,0.441941,0.527894,0.498184,0.110626
25,322,1.224457,0.00004923,0.384206,0.463224,0.684268,0.657284,0.153013
25,323,0.736375,0.00004923,0.306966,0.363613,0.349921,0.330044,0.074662
25,324,0.910435,0.00004923,0.251774,0.341636,0.550437,0.513497,0.119968
25,325,1.365717,0.00004923,0.333013,0.430737,0.855757,0.804805,0.234742
26,326,0.884600,0.00004917,0.316531,0.384125,0.469150,0.438791,0.108280
26,327,0.948959,0.00004917,0.274017,0.342099,0.560023,0.526718,0.127430
26,328,1.845790,0.00004917,0.278408,0.373646,1.280872,1.241816,0.338066
26,329,1.314883,0.00004917,0.331273,0.406374,0.783450,0.759430,0.314478
26,330,2.502587,0.00004917,0.248104,0.378744,1.815785,1.771617,0.671809
26,331,0.905924,0.00004917,0.392307,0.451522,0.416986,0.396118,0.076835
26,332,0.889253,0.00004917,0.336142,0.434191,0.442383,0.425252,0.117823
26,333,0.885130,0.00004917,0.361549,0.432849,0.418757,0.402182,0.106701
26,334,1.493371,0.00004917,0.332677,0.421501,0.926665,0.902145,0.347608
26,335,1.029351,0.00004917,0.312624,0.405754,0.583129,0.557075,0.151588
26,336,1.045135,0.00004917,0.353335,0.415889,0.557366,0.533713,0.172134
26,337,0.976689,0.00004917,0.356729,0.414197,0.510163,0.479041,0.121178
26,338,2.375630,0.00004917,0.283837,0.357991,1.693471,1.667553,0.450975
27,339,0.934523,0.00004910,0.314669,0.394834,0.504683,0.475983,0.154619
27,340,1.615643,0.00004910,0.255266,0.351503,1.105636,1.072120,0.330368
27,341,0.876014,0.00004910,0.336139,0.409900,0.443189,0.415634,0.100722
27,342,0.724786,0.00004910,0.252977,0.331778,0.385631,0.365204,0.085925
27,343,0.973906,0.00004910,0.329984,0.420580,0.523734,0.500301,0.118962
27,344,0.883047,0.00004910,0.434435,0.475971,0.351824,0.345733,0.058106
27,345,0.987864,0.00004910,0.239787,0.360259,0.620560,0.581953,0.159992
27,346,0.868088,0.00004910,0.316660,0.406796,0.459073,0.424465,0.098727
27,347,0.763393,0.00004910,0.275897,0.363581,0.399585,0.377628,0.078485
